Num,1. # Codes(Include History) (ACIS VSV),2. +BM Voltage (ACT VSV),3. 2nd Air Monitor (Actuator Power Supply),4. 2nd Air Monitor (AF Lambda B1S1),5. 2nd Air Monitor CMPL (AF Lambda B2S1),6. 2nd Air Monitor ENA (AFS Current B1S1),7. 4WD Switch (AFS Current B2S1),8. A/C Monitor (AFS Voltage B1S1),9. A/C Monitor (AFS Voltage B2S1),10. A/C Monitor CMPL (All Cylinders Misfire Count),11. A/C Monitor ENA (Atmosphere Pressure),12. A/C Signal (Av Engine Speed of All Cyl),13. A/F Heater Duty B1S1 (Battery Voltage),14. A/F Heater Duty B2S1 (Calculate Load),15. A/T Oil Temperature 1 (Cancel Switch),16. A/T Oil Temperature 2 (Cat OT MF F/C Cylinder#1),17. Accel Fully Close Learn #1 (Cat OT MF F/C Cylinder#2),18. Accel Fully Close Learn #2 (Cat OT MF F/C Cylinder#3),19. Accel Sens. No.1 Volt % (Cat OT MF F/C Cylinder#4),20. Accel Sens. No.2 Volt % (Cat OT MF F/C Cylinder#5),21. Accel Sensor Out No.1 (Cat OT MF F/C Cylinder#6),22. Accel Sensor Out No.2 (Cat OT MF F/C History),23. Accelerator Idle Position (Catalyst Monitor),24. Accelerator Position (Catalyst Monitor)
549,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
550,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
551,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
552,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
553,Incmpl,Enable,OFF,OFF,1327,1030.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
554,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
555,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
556,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
557,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
558,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
559,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
560,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
561,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
562,Incmpl,Enable,OFF,OFF,1327,1030.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
563,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
564,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
565,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
566,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
567,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
568,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
569,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
570,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
571,Incmpl,Enable,OFF,OFF,1337,1030.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
572,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
573,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
574,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
575,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
576,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
577,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
578,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
579,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
580,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
581,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
582,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
583,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
584,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
585,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
586,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
587,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
588,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
589,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
590,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
591,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
592,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
593,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
594,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
595,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
596,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
597,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
598,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
599,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
600,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
601,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
602,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
603,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
604,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
605,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
606,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
607,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
608,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
609,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
610,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
611,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
612,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
613,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
614,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
615,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
616,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
617,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
618,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
619,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
620,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
621,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
622,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
623,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
624,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
625,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
626,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
627,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
628,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
629,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
630,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
631,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
632,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
633,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
634,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
635,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
636,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
637,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
638,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
639,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
640,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
641,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
642,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
643,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
644,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
645,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
646,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
647,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
648,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
649,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
650,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
651,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
652,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
653,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
654,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
655,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
656,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
657,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
658,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
659,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
660,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
661,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
662,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
663,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
664,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
665,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
666,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
667,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
668,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
669,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
670,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
671,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
672,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
673,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
674,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
675,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
676,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
677,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
678,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
679,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
680,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
681,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
682,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
683,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
684,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
685,0,14.122,Not Avl,Compl,Compl,Unable,ON,Not Avl,Compl,Compl,Unable,OFF,38.281,35.938,36.875,37.500,19.531,39.551,15.686,31.765,0.781,1.582,ON,0
686,OFF,ON,ON,1.005,0.999,0,0,3.303,3.293,0,97,51199.219,13.847,23.137,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Avail,Incmpl
687,Incmpl,Enable,Avail,480.500,312.700,480.500,312.700,ON,Avail,Compl,Enable,76,0,0,0,0,0,0,6,A,0,0,Avail,Incmpl
688,Incmpl,Enable,OFF,OFF,1337,1023.250,51199.219,51199.219,51199.219,51199.219,51199.219,51199.219,1GRFE ,47.059,Avail,Incmpl,Incmpl,Enable,7.996,ON,OFF,OFF,OFF,ON
689,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,15.500,249,ON,13.750,15,0.106,2367,21,21
690,-3,OFF,0,4.688,5.570,OFF,0,0,67,Avail,Compl,Enable,0,GRN2#  ,2011,ON,0,ACTIVE,ACTIVE,0.957,0.942,0.680,0.740,54.145
691,54.469,Avail,Compl,Avail,Incmpl,Incmpl,Enable,OBD II (California ARB),OFF,OFF,42.938,0.507,OFF,0,OFF,1st,OFF,OFF,OFF,OFF,OFF,OFF,0,0
692,ON,OFF,1000,0,OFF,OFF,OFF,ON,Gasoline,0.996,OFF,OFF,0.684,ON,1.250,16.078,18,0,0.801,0.801,2.383,0.801,0.918,2.031
693,47.843,0,16.078,23,0.004,0.051,OFF,ECT 5th,NA,OFF,97.834,97.966,13.333,0,Not Avl,0,0,0,0,ON,ON,0,0,1
