Row,+BM Voltage [V],4WD Switch,A/T Oil Temperature 1 [degree C],A/T Oil Temperature 2 [degree C],Accel Fully Close Learn Count1 [deg],Accel Fully Close Learn Count2 [deg],Accel Sens. No.1 Volt % [%],Accel Sens. No.2 Volt % [%],Accel Sensor Out No.1 [V],Accel Sensor Out No.2 [V],Accelerator Idle Position,Accelerator Position [%],AF Lambda (Bank1 Sensor1),AF Lambda (Bank2 Sensor1),AFS Current (Bank1 Sensor1) [mA],AFS Current (Bank2 Sensor1) [mA],AFS Voltage (Bank1 Sensor1) [V],AFS Voltage (Bank2 Sensor1) [V],All Cylinders Misfire Count,Atmosphere Pressure [kPa],Av Engine Speed of All Cyl [rpm],Battery Voltage [V],Calculate Load [%],Catalyst Temp (Bank1 Sensor1) [degree C],Catalyst Temp B1S2 [degree C],Catalyst Temp (Bank2 Sensor1) [degree C],Catalyst Temp B2S2 [degree C],Closed Throttle Position Switch,Coolant Temp [degree C],Electrical Load Signal 1,Electrical Load Signal 2,Engine Speed [rpm],EVAP (Purge) VSV [%],EVAP Monitor,EVAP Monitor,EVAP Monitor CMPL,EVAP Monitor ENA,Evap Purge Flow [%],EVAP Purge VSV,EVAP System Vent Valve,FC TAU,Fuel Cut Condition,Fuel Pump Speed Control,Fuel Pump/Speed Status,Fuel System Monitor,Fuel System Monitor CMPL,Fuel System Monitor ENA,Fuel System Monitor Result,Fuel System Status Count1,Fuel System Status Count2,Heated Cat Monitor CMPL,Heated Cat Monitor ENA,Heated Catalyst Monitor,Heated Catalyst Monitor,Heater Monitor CMPL,Heater Monitor ENA,Idle Fuel Cut,IG OFF Elapsed Time [min],IGN Advance [deg],Ignition Trig. Count,Initial Intake Air Temp [degree C],Injection Volum (Cylinder1) [ml],Injector(Port) [us],Intake Air [degree C],Knock Correct Learn Value [degree CA],Knock Feedback Value [degree CA],Lock Up,Long FT (Bank1 Sensor1) [%],Long FT (Bank2 Sensor1) [%],MAF [gm/s],MIL,MIL on Run Distance [km],MISFIRE LOAD [g/rev],Misfire Margin [%],Misfire Monitor,Misfire Monitor CMPL,Misfire Monitor ENA,MISFIRE RPM [rpm],Neutral Position Switch Signal,O2 Heater B1S2,O2 Heater B2S2,O2 Heater Curr Val B1S2 [A],O2 Heater Curr Val B2S2 [A],O2S B1S2 [V],O2S B2S2 [V],O2S Impedance B1S2 [ohm],O2S Impedance B2S2 [ohm],O2S(Air/FuelS) Heater Monitor,O2S(Air/FuelS) Heater Monitor,O2S(Air/FuelS) Monitor,O2S(Air/FuelS) Monitor,O2S(Air/FuelS) Monitor CMPL,O2S(Air/FuelS) Monitor ENA,OBD Requirements,Open Side Malfunction,Power Steering Signal,Purge Cut VSV Duty [%],Purge Density Learn Value,Running Time from MIL ON [min],Shift Status,Shift Switch Status (2 Range),Shift Switch Status (3 Range),Shift Switch Status (D Range),Shift Switch Status (L Range),Shift Switch Status (R Range),Shift Switch Status(4 Range),Short FT (Bank1 Sensor1) [%],Short FT (Bank2 Sensor1) [%],SLT Solenoid Status,SLU Solenoid Status,SPD (NT) [rpm],SPD (SP2) [km/h],ST1,Target Air-Fuel Ratio,TC and TE1,TC Terminal,Throttle Fully Close Learn [V],Throttle Idle Position,Throttle Motor Current [A],Throttle Motor DUTY [%],Throttle Motor Duty (Close) [%],Throttle Motor Duty (Open) [%],Throttle Position Command [V],Throttle Position No.1 [V],Throttle Position No.2 [V],Throttle Require Position [V],Throttle Sens Open Pos Count1 [V],Throttle Sens Open Pos Count2 [V],Throttle Sensor Count2 Volt % [%],Throttle Sensor Position [%],Throttle Sensor Volt % [%],Time after DTC Cleared [min],TOTAL FT Count1,TOTAL FT Count2,Transfer L4,Transmission Type,Transmission Type2,Vacuum Pump,Vapor Pressure (Calculated) [kPa],Vapor Pressure Pump [kPa],Vehicle Load [%],Vehicle Speed [km/h],VN Turbo Type,VVT Aim Angle Count1 [%],VVT Aim Angle Count2 [%],VVT Change Angle Count1 [degree FR],VVT Change Angle Count2 [degree FR],VVT Control Status Count1,VVT Control Status Count2,VVT OCV Duty Count1 [%],VVT OCV Duty Count2 [%]
812,14.077,ON,39.375,40,19.531,39.551,28.627,44.706,1.426,2.207,OFF,25.903,1.004,0.989,-0.055,-0.098,3.210,3.137,0,98,51199.219,13.828,73.725,659.700,457.400,659.700,457.400,OFF,80,OFF,OFF,1368.750,100,Avail,Compl,Incmpl,Enable,3.217,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,19.500,0,7.500,0.446,8100,0,21.875,-3.469,OFF,1.562,5.469,27.430,OFF,0,0,79,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.195,0.175,78.461,56.738,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,98.065,0.775,0,4th,OFF,OFF,ON,OFF,OFF,OFF,3.906,1.562,ON,OFF,1200,44,OFF,0.942,OFF,OFF,0.684,OFF,0.312,23.529,0,6,1.172,1.172,2.852,1.172,0.918,2.031,57.255,7.059,23.529,258,0.039,0.062,OFF,ECT 5th,NA,OFF,98.472,98.450,50.588,46,Not Avl,0,0,0,0,ON,ON,0,0
813,14.066,ON,39.375,40,19.531,39.551,28.627,44.706,1.426,2.227,OFF,26.562,0.991,0.987,-0.059,-0.082,3.171,3.142,0,98,51199.219,13.828,73.725,659.700,457.400,659.700,457.400,OFF,80,OFF,OFF,1358.500,100,Avail,Compl,Incmpl,Enable,3.302,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,19.500,0,7.500,0.414,8158,0,21.875,-3.250,OFF,1.562,5.469,28.090,OFF,0,0,79,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.230,0.195,78.137,56.738,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,98.816,0.775,0,4th,OFF,OFF,ON,OFF,OFF,OFF,3.125,0.781,ON,OFF,1200,44,OFF,0.947,OFF,OFF,0.684,OFF,0.547,23.529,0,11,1.172,1.191,2.871,1.172,0.918,2.031,57.255,7.451,23.529,258,0.043,0.062,OFF,ECT 5th,NA,OFF,98.450,98.472,52.157,46,Not Avl,0,0,0,0,ON,ON,0,0
814,14.063,ON,39.375,40,19.531,39.551,28.627,44.706,1.426,2.227,OFF,26.123,1.004,0.995,-0.035,-0.066,3.239,3.186,0,98,51199.219,13.808,73.333,659.700,457.400,659.700,457.400,OFF,80,OFF,OFF,1345.250,100,Avail,Compl,Incmpl,Enable,3.363,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,19.500,0,7.500,0.414,8123,0,21.875,-3.031,OFF,1.562,5.469,27.340,OFF,0,0,79,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.967,0.942,0.250,0.210,77.812,56.090,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,ON,98.615,0.775,0,4th,OFF,OFF,ON,OFF,OFF,OFF,3.906,0.781,ON,OFF,1250,46,OFF,0.947,OFF,OFF,0.684,OFF,0.469,23.529,0,8,1.172,1.172,2.852,1.172,0.918,2.031,57.255,7.059,23.529,258,0.043,0.062,OFF,ECT 5th,NA,OFF,98.472,98.472,51.373,46,Not Avl,0,0,0,0,ON,ON,0,0
815,14.061,ON,39.375,39.375,19.531,39.551,29.020,44.706,1.445,2.246,OFF,27.197,1.002,1.002,-0.027,-0.031,3.249,3.244,0,98,51199.219,13.828,74.118,660.400,460.300,660.400,460.300,OFF,80,OFF,OFF,1366.250,100,Avail,Compl,Incmpl,Enable,3.229,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,19,0,7.500,0.419,8342,0,21.875,-3.031,OFF,1.562,5.469,28.680,OFF,0,0,79,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.942,0.290,0.230,78.137,56.738,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,ON,100.018,0.885,0,4th,OFF,OFF,ON,OFF,OFF,OFF,3.125,0.781,ON,OFF,1250,46,OFF,0.949,OFF,OFF,0.684,OFF,0.859,23.922,0,12,1.191,1.191,2.871,1.191,0.918,2.031,57.647,7.843,23.922,258,0.043,0.062,OFF,ECT 5th,NA,OFF,98.472,98.472,52.941,46,Not Avl,0,0,0,0,ON,ON,0,0
816,14.081,ON,38.750,39.375,19.531,39.551,28.627,44.314,1.426,2.227,OFF,26.343,0.997,1.006,-0.047,-0.023,3.220,3.259,0,98,51199.219,13.828,74.118,660.400,460.300,660.400,460.300,OFF,80,OFF,OFF,1369.500,100,Avail,Compl,Incmpl,Enable,3.308,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,19.500,0,7.500,0.419,8131,0,21.875,-3.219,OFF,1.562,5.469,27.560,OFF,0,0,81,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.350,0.250,78.461,56.414,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,ON,98.712,0.885,0,4th,OFF,OFF,ON,OFF,OFF,OFF,3.125,1.562,ON,OFF,1300,46,OFF,0.951,OFF,OFF,0.684,OFF,0.547,23.529,0,10,1.172,1.172,2.852,1.172,0.918,2.031,57.255,7.059,23.529,258,0.043,0.062,OFF,ECT 5th,NA,OFF,98.450,98.450,50.980,48,Not Avl,0,0,0,0,ON,ON,0,0
817,14.063,ON,38.750,39.375,19.531,39.551,28.235,44.314,1.406,2.207,OFF,25.903,0.982,0.988,-0.066,-0.078,3.191,3.171,0,98,51199.219,13.808,72.157,660.400,460.300,660.400,460.300,OFF,80,OFF,OFF,1372.500,100,Avail,Compl,Incmpl,Enable,3.369,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,20,0,7.500,0.419,7821,0,21.875,-3,OFF,1.562,5.469,27.340,OFF,0,0,81,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.967,0.942,0.505,0.310,78.461,56.738,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,ON,98.346,0.885,0,4th,OFF,OFF,ON,OFF,OFF,OFF,1.562,0.781,ON,OFF,1300,48,OFF,0.966,OFF,OFF,0.684,OFF,0.469,23.529,0,10,1.172,1.172,2.832,1.172,0.918,2.031,56.863,7.059,23.529,258,0.043,0.062,OFF,ECT 5th,NA,OFF,98.450,98.450,50.196,50,Not Avl,0,0,0,0,ON,ON,0,0
818,14.044,ON,38.750,39.375,19.531,39.551,28.627,44.706,1.426,2.227,OFF,26.562,0.996,0.993,-0.012,-0.039,3.274,3.235,0,98,51199.219,13.828,72.157,660.400,460.300,660.400,460.300,OFF,80,OFF,OFF,1382,100,Avail,Compl,Incmpl,Enable,3.424,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,20,0,7.500,0.410,7894,0,21.875,-3,OFF,1.562,5.469,28.390,OFF,0,0,81,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.585,0.410,77.812,56.738,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,ON,100.018,0.885,0,4th,OFF,OFF,ON,OFF,OFF,OFF,1.562,0,ON,OFF,1300,48,OFF,0.976,OFF,OFF,0.684,OFF,0.938,23.529,0,14,1.172,1.172,2.852,1.172,0.918,2.031,57.255,7.451,23.529,258,0.043,0.062,OFF,ECT 5th,NA,OFF,98.450,98.450,51.765,50,Not Avl,0,0,0,0,ON,ON,0,0
819,14.063,ON,38.750,39.375,19.531,39.551,29.020,44.706,1.445,2.227,OFF,26.996,1.008,1.010,0.023,0.012,3.337,3.318,0,98,51199.219,13.828,73.333,661.200,463.300,661.200,463.300,OFF,80,OFF,OFF,1414,100,Avail,Compl,Incmpl,Enable,3.259,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,20,0,7.500,0.410,8112,0,21.875,-3,OFF,1.562,5.469,29.390,OFF,0,0,74,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.967,0.942,0.605,0.425,77.812,56.738,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,100.018,0.885,0,4th,OFF,OFF,ON,OFF,OFF,OFF,2.344,1.562,ON,OFF,1300,48,OFF,0.974,OFF,OFF,0.684,OFF,0.547,23.922,0,10,1.191,1.191,2.871,1.191,0.918,2.031,57.647,7.451,23.922,258,0.043,0.066,OFF,ECT 5th,NA,OFF,98.450,98.450,52.549,50,Not Avl,0,0,0,0,ON,ON,0,0
820,14.063,ON,38.750,39.375,19.531,39.551,29.020,44.706,1.445,2.227,OFF,26.996,0.997,1.001,-0.016,-0.012,3.269,3.274,0,98,51199.219,13.828,73.725,661.200,463.300,661.200,463.300,OFF,80,OFF,OFF,1419.500,100,Avail,Compl,Incmpl,Enable,3.217,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,20,0,7.500,0.410,8112,0,21.875,-3,OFF,1.562,5.469,29.280,OFF,0,0,74,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.625,0.445,77.488,56.414,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,100.018,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,1.562,1.562,ON,OFF,1350,48,OFF,0.974,OFF,OFF,0.684,OFF,0.703,23.922,0,13,1.191,1.191,2.871,1.191,0.918,2.031,57.647,7.451,23.922,258,0.043,0.066,OFF,ECT 5th,NA,OFF,98.450,98.450,52.157,50,Not Avl,0,0,0,0,ON,ON,0,0
821,14.063,ON,38.750,39.375,19.531,39.551,28.627,44.706,1.426,2.227,OFF,26.996,0.989,0.994,-0.035,-0.027,3.239,3.249,0,98,51199.219,13.828,73.725,661.200,463.300,661.200,463.300,OFF,80,OFF,OFF,1428.750,100,Avail,Compl,Incmpl,Enable,3.229,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,20.500,0,7.500,0.412,8035,0,21.875,-3,OFF,1.562,5.469,29.010,OFF,0,0,74,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.942,0.660,0.505,77.164,56.414,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,ON,100.018,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,0.781,0.781,ON,OFF,1350,50,OFF,0.978,OFF,OFF,0.684,OFF,0.703,23.922,0,11,1.191,1.191,2.871,1.191,0.918,2.031,57.647,7.451,23.922,258,0.043,0.066,OFF,ECT 5th,NA,OFF,98.450,98.450,51.373,50,Not Avl,0,0,0,0,ON,ON,0,0
822,14.063,ON,38.750,39.375,19.531,39.551,28.627,44.706,1.426,2.227,OFF,26.562,0.989,0.993,-0.035,-0.027,3.239,3.254,0,98,51199.219,13.808,72.941,662.200,466.700,662.200,466.700,OFF,80,OFF,OFF,1437.500,100,Avail,Compl,Incmpl,Enable,3.284,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,20.500,0,7.500,0.412,7821,0,21.875,-3,OFF,1.562,5.469,28.760,OFF,0,0,78,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.967,0.942,0.680,0.585,76.840,56.414,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,100.018,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,0,0.781,ON,OFF,1350,50,OFF,0.985,OFF,OFF,0.684,OFF,0.547,23.922,0,11,1.191,1.191,2.852,1.191,0.918,2.031,57.647,7.451,23.529,258,0.043,0.066,OFF,ECT 5th,NA,OFF,98.450,98.450,50.588,50,Not Avl,0,0,0,0,ON,ON,0,0
823,14.063,ON,38.750,39.375,19.531,39.551,28.627,44.706,1.426,2.227,OFF,26.562,0.995,0.993,-0.008,-0.016,3.283,3.269,0,98,51199.219,13.828,72.549,662.200,466.700,662.200,466.700,OFF,80,OFF,OFF,1453.750,100,Avail,Compl,Incmpl,Enable,3.290,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,21,0,7.500,0.404,7763,0,21.875,-3.438,OFF,1.562,5.469,29.280,OFF,0,0,78,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.942,0.700,0.640,76.516,56.090,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,100.018,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,0,0,ON,OFF,1400,50,OFF,0.993,OFF,OFF,0.684,OFF,0.703,23.922,0,11,1.191,1.191,2.871,1.191,0.918,2.031,57.647,7.451,23.922,258,0.039,0.066,OFF,ECT 5th,NA,OFF,98.428,98.450,50.980,52,Not Avl,0,0,0,0,ON,ON,0,0
824,14.072,ON,38.750,39.375,19.531,39.551,28.627,44.314,1.426,2.227,OFF,26.343,0.993,0.995,-0.023,-0.012,3.259,3.274,0,98,51199.219,13.808,72.157,662.200,466.700,662.200,466.700,OFF,80,OFF,OFF,1468.750,100,Avail,Compl,Incmpl,Enable,3.320,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,21,0,7.500,0.404,7649,0,21.875,-3.219,OFF,1.562,5.469,28.950,OFF,0,0,78,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.700,0.660,76.840,55.441,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,100.018,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,0,0,ON,OFF,1400,52,OFF,0.993,OFF,OFF,0.684,OFF,0.391,23.529,0,7,1.172,1.172,2.852,1.172,0.918,2.031,57.255,7.451,23.529,258,0.039,0.066,OFF,ECT 5th,NA,OFF,98.428,98.428,49.804,54,Not Avl,0,0,0,0,ON,ON,0,0
825,14.080,ON,38.750,39.375,19.531,39.551,28.627,44.314,1.426,2.207,OFF,26.123,0.986,0.987,-0.047,-0.043,3.220,3.225,0,98,51199.219,13.828,70.196,663.400,470.100,663.400,470.100,OFF,80,OFF,OFF,1475.750,100,Avail,Compl,Incmpl,Enable,3.552,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,22,0,7.500,0.387,7221,0,21.875,-3,OFF,1.562,5.469,27.200,OFF,0,0,75,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.720,0.680,76.191,55.441,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,100.018,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,-0.781,-0.781,ON,OFF,1400,52,OFF,0.997,OFF,OFF,0.684,OFF,0.469,23.137,0,6,1.152,1.152,2.813,1.152,0.918,2.031,56.471,6.667,23.137,258,0.039,0.066,OFF,ECT 5th,NA,OFF,98.428,98.428,46.667,54,Not Avl,0,0,0,0,ON,ON,0,0
826,14.081,ON,38.750,39.375,19.531,39.551,27.843,43.529,1.387,2.168,OFF,24.402,0.981,0.989,-0.059,-0.035,3.200,3.239,0,98,51199.219,13.828,66.667,663.400,470.100,663.400,470.100,OFF,80,OFF,OFF,1479.500,100,Avail,Compl,Incmpl,Enable,3.876,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,23,0,7.500,0.387,6602,0,21.875,-3,OFF,1.562,4.688,24.710,OFF,0,0,75,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.967,0.942,0.720,0.700,76.191,55.117,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,98.621,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,-2.344,-1.562,ON,OFF,1450,52,OFF,1.005,OFF,OFF,0.684,OFF,0.312,22.353,0,7,1.113,1.113,2.754,1.113,0.918,2.031,55.294,5.882,22.353,258,0.039,0.066,OFF,ECT 5th,NA,OFF,98.428,98.428,41.961,54,Not Avl,0,0,0,0,ON,ON,0,0
827,14.063,ON,38.750,39.375,19.531,39.551,26.275,42.353,1.328,2.109,OFF,22.028,0.993,0.990,-0.012,-0.023,3.274,3.259,0,98,51199.219,13.828,63.529,663.400,470.100,663.400,470.100,OFF,80,OFF,OFF,1489.750,100,Avail,Compl,Incmpl,Enable,4.272,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,24,0,7.500,0.387,6022,0,21.875,-3,OFF,1.562,3.906,23.280,OFF,0,0,75,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.967,0.942,0.720,0.700,75.543,54.793,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,96.753,0.977,0,4th,OFF,OFF,ON,OFF,OFF,OFF,-3.125,-3.125,ON,OFF,1450,52,OFF,1.018,OFF,OFF,0.684,OFF,0.391,21.176,0,6,1.074,1.074,2.734,1.074,0.918,2.031,54.510,5.098,21.569,258,0.035,0.062,OFF,ECT 5th,NA,OFF,98.428,98.428,39.216,54,Not Avl,0,0,0,0,ON,ON,0,0
828,14.066,ON,38.750,39.375,19.531,39.551,24.706,40.392,1.230,2.012,OFF,17.700,0.964,0.981,-0.129,-0.066,3.088,3.191,0,98,51199.219,13.769,55.294,664.500,473.400,664.500,473.400,OFF,80,OFF,OFF,1478,85.490,Avail,Compl,Incmpl,Enable,4.474,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,26,0,7.500,0.332,4752,0,21.875,-3,OFF,1.562,2.344,16.810,OFF,0,0,67,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.967,0.938,0.700,0.680,74.570,55.117,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,81.079,0.977,0,5th,OFF,OFF,ON,OFF,OFF,OFF,-7.031,-4.688,ON,OFF,1450,54,OFF,1.036,OFF,OFF,0.684,OFF,0.391,19.216,0,7,0.957,0.957,2.598,0.957,0.918,2.031,52.157,3.137,19.216,258,0.035,0.062,OFF,ECT 5th,NA,OFF,98.450,98.560,28.627,56,Not Avl,0,0,0,0,ON,ON,0,0
829,14.071,ON,38.750,39.375,19.531,39.551,24.314,40.392,1.211,2.012,OFF,17.279,0.955,0.964,-0.148,-0.121,3.054,3.098,0,98,51199.219,13.730,47.843,664.500,473.400,664.500,473.400,OFF,80,OFF,OFF,1441.250,74.902,Avail,Compl,Incmpl,Enable,4.474,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,27,0,7.500,0.332,4169,0,21.875,-3,OFF,1.562,3.125,15.920,OFF,0,0,67,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.740,0.680,75.219,54.145,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,70.642,0.977,0,5th,OFF,OFF,ON,OFF,OFF,OFF,-10.938,-8.594,ON,OFF,1200,54,OFF,1.080,OFF,OFF,0.684,OFF,0.391,19.216,0,9,0.957,0.957,2.578,0.957,0.918,2.031,51.765,2.745,19.216,258,0.031,0.059,OFF,ECT 5th,NA,OFF,98.472,98.494,27.843,56,Not Avl,0,0,0,0,ON,ON,0,0
830,14.043,ON,38.750,39.375,19.531,39.551,24.314,40,1.211,1.992,OFF,16.840,1.028,1.004,0.090,0.023,3.444,3.342,0,98,51199.219,13.710,48.235,664.500,473.400,664.500,473.400,OFF,80,OFF,OFF,1152.250,64.314,Avail,Compl,Incmpl,Enable,4.474,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,24.500,0,7.500,0.226,4443,0,21.875,-3,OFF,1.562,3.906,14.920,OFF,0,0,67,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.700,0.660,74.570,54.145,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,59.930,0.977,0,5th,OFF,OFF,ON,OFF,OFF,OFF,-7.812,-7.031,ON,OFF,1050,54,OFF,1.088,OFF,OFF,0.684,OFF,0.391,18.824,0,8,0.938,0.938,2.559,0.938,0.918,2.031,51.373,2.745,18.824,258,0.027,0.055,OFF,ECT 5th,NA,OFF,98.538,98.626,32.549,56,Not Avl,0,0,0,0,ON,ON,0,0
831,14.043,ON,38.750,39.375,19.531,39.551,23.922,40,1.191,1.992,OFF,16.406,1.041,1.024,0.121,0.082,3.498,3.435,0,98,51199.219,13.710,49.412,665.300,476.100,665.300,476.100,OFF,80,OFF,OFF,1132,65.490,Avail,Compl,Incmpl,Enable,4.474,ON,OFF,OFF,OFF,ON,ON,Avail,Compl,Enable,Compl,CL,CL,Compl,Unable,Not Avl,Compl,Compl,Enable,OFF,0,24,0,7.500,0.226,4751,0,21.875,-3,OFF,1.562,3.906,14.530,OFF,0,0,67,Avail,Compl,Enable,0,OFF,ACTIVE,ACTIVE,0.962,0.938,0.680,0.640,74.246,53.820,Avail,Compl,Avail,Compl,Compl,Enable,OBD II (California ARB),OFF,OFF,61.206,0.977,0,5th,OFF,OFF,ON,OFF,OFF,OFF,-5.469,-5.469,ON,OFF,1050,54,OFF,1.070,OFF,OFF,0.684,OFF,0.625,18.824,0,8,0.938,0.938,2.559,0.938,0.918,2.031,51.373,2.353,18.824,259,0.023,0.051,OFF,ECT 5th,NA,OFF,98.538,98.472,32.157,56,Not Avl,0,0,0,0,ON,ON,0,0
